blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,address,latitude,longitude,polygon
860,JURONG WEST ST 81,15,1994,Y,N,N,N,N,N,JW,60,0,0,0,0,0,60,0,0,0,0,0,0,860 JURONG WEST ST 81,1.34884898470825,103.696772486889,YUNNAN
860,TAMPINES AVE 5,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0,860 TAMPINES AVE 5,1.35546034663524,103.937595591612,TAMPINES WEST
860,WOODLANDS ST 83,11,1994,Y,N,N,Y,N,N,WL,60,0,0,0,40,20,0,0,0,0,0,0,0,860 WOODLANDS ST 83,1.43945854001258,103.794016386736,MIDVIEW
860,YISHUN AVE 4,12,1988,Y,N,N,N,N,N,YS,73,0,0,0,35,38,0,0,0,0,0,0,0,860 YISHUN AVE 4,1.4178225828294,103.839854472178,YISHUN SOUTH
860A,TAMPINES AVE 5,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0,860A TAMPINES AVE 5,1.35546108029992,103.938650312162,TAMPINES WEST
860B,TAMPINES AVE 5,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0,860B TAMPINES AVE 5,1.35546083614203,103.937118935774,TAMPINES WEST
861,JURONG WEST ST 81,15,1994,Y,N,N,N,N,N,JW,66,0,0,0,0,0,66,0,0,0,0,0,0,861 JURONG WEST ST 81,1.34955229409158,103.696708055975,YUNNAN
861,TAMPINES AVE 5,13,1987,Y,Y,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0,861 TAMPINES AVE 5,1.35506437613521,103.937282370562,TAMPINES WEST
861,WOODLANDS ST 83,11,1994,Y,N,N,Y,N,N,WL,60,0,0,0,0,60,0,0,0,0,0,0,0,861 WOODLANDS ST 83,1.43966015258891,103.795235776713,MIDVIEW
861,YISHUN AVE 4,12,1986,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,861 YISHUN AVE 4,1.41742619073159,103.839564162606,YISHUN SOUTH
861A,TAMPINES AVE 5,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0,861A TAMPINES AVE 5,1.3546866830668,103.937284489755,TAMPINES WEST
862,JURONG WEST ST 81,15,1994,Y,N,N,Y,N,N,JW,62,0,0,0,0,0,62,0,0,0,0,0,0,862 JURONG WEST ST 81,1.3501424810666,103.696684591473,YUNNAN
862,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0,862 TAMPINES ST 83,1.35468486241786,103.936502887927,TAMPINES WEST
862,WOODLANDS ST 83,11,1994,Y,N,N,Y,N,N,WL,60,0,0,0,0,60,0,0,0,0,0,0,0,862 WOODLANDS ST 83,1.43995508428159,103.795048909553,MIDVIEW
862,YISHUN AVE 4,12,1986,Y,N,N,N,N,N,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,862 YISHUN AVE 4,1.41717564266771,103.839341384551,YISHUN SOUTH
862A,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0,862A TAMPINES ST 83,1.35506376155743,103.936507216423,TAMPINES WEST
862A,WOODLANDS ST 83,1,1995,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,862A WOODLANDS ST 83,1.44009738184242,103.794814240706,MIDVIEW
863,JURONG WEST ST 81,7,1994,Y,Y,N,N,N,N,JW,54,0,0,0,24,30,0,0,0,0,0,0,0,863 JURONG WEST ST 81,1.34927079727104,103.695305066664,YUNNAN
863,TAMPINES ST 83,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0,863 TAMPINES ST 83,1.35545983628464,103.935614377579,TAMPINES WEST
863,WOODLANDS ST 83,11,1994,Y,N,N,Y,N,N,WL,60,0,0,0,0,60,0,0,0,0,0,0,0,863 WOODLANDS ST 83,1.44039723805835,103.795020327196,MIDVIEW
863,YISHUN AVE 4,12,1988,Y,N,N,N,N,N,YS,88,0,0,0,48,40,0,0,0,0,0,0,0,863 YISHUN AVE 4,1.41693951602054,103.838619903084,YISHUN SOUTH
863A,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0,863A TAMPINES ST 83,1.3554642176108,103.936666074781,TAMPINES WEST
863B,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0,863B TAMPINES ST 83,1.35546395095099,103.935138528274,TAMPINES WEST
864,JURONG WEST ST 81,14,1995,Y,N,N,N,N,N,JW,132,0,0,0,93,39,0,0,0,0,0,0,0,864 JURONG WEST ST 81,1.34948340124159,103.694556118022,YUNNAN
864,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0,864 TAMPINES ST 83,1.35506384634851,103.93573303978,TAMPINES WEST
864,WOODLANDS ST 83,11,1994,Y,N,N,N,N,N,WL,60,0,0,0,0,60,0,0,0,0,0,0,0,864 WOODLANDS ST 83,1.44084727860795,103.794991236078,MIDVIEW
864,YISHUN AVE 4,12,1988,Y,N,N,N,N,N,YS,88,0,0,0,48,40,0,0,0,0,0,0,0,864 YISHUN AVE 4,1.41667257801916,103.839242300389,YISHUN SOUTH
864A,TAMPINES ST 83,13,1987,Y,N,N,N,N,N,TAP,96,0,0,0,54,42,0,0,0,0,0,0,0,864A TAMPINES ST 83,1.35468494629081,103.93573717832,TAMPINES WEST
864B,TAMPINES ST 83,5,1989,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,864B TAMPINES ST 83,1.35491003581159,103.935133005499,TAMPINES WEST
865,JURONG WEST ST 81,7,1994,Y,N,N,N,N,N,JW,54,0,0,0,18,36,0,0,0,0,0,0,0,865 JURONG WEST ST 81,1.34981721608461,103.695444669205,YUNNAN
865,TAMPINES ST 83,12,1988,Y,Y,N,N,N,N,TAP,77,0,0,0,55,22,0,0,0,0,0,0,0,865 TAMPINES ST 83,1.35389242521044,103.934251462733,TAMPINES WEST
865,WOODLANDS ST 83,12,1995,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,865 WOODLANDS ST 83,1.44099129535005,103.792791376738,MIDVIEW
865,YISHUN ST 81,12,1987,Y,N,N,Y,N,N,YS,121,0,0,0,63,58,0,0,0,0,0,0,0,865 YISHUN ST 81,1.41432425301573,103.838117776469,YISHUN SOUTH
865A,JURONG WEST ST 81,4,1994,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,865A JURONG WEST ST 81,1.35023967852631,103.695070169884,YUNNAN
866,JURONG WEST ST 81,14,1994,Y,N,N,N,N,N,JW,65,0,0,0,46,19,0,0,0,0,0,0,0,866 JURONG WEST ST 81,1.35057364770509,103.695465764302,YUNNAN
866,TAMPINES ST 83,15,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,88,22,0,0,0,0,0,0,0,866 TAMPINES ST 83,1.35425061217797,103.934476874643,TAMPINES WEST
866,WOODLANDS ST 83,12,1994,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,866 WOODLANDS ST 83,1.4415399886956,103.792755862349,MIDVIEW
866,YISHUN ST 81,12,1987,Y,N,N,N,N,N,YS,116,0,0,0,64,52,0,0,0,0,0,0,0,866 YISHUN ST 81,1.41473228652974,103.837338971817,YISHUN SOUTH
866A,TAMPINES ST 83,4,2004,N,Y,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,866A TAMPINES ST 83,1.35539306251992,103.934429348334,TAMPINES WEST
866A,WOODLANDS ST 83,5,1994,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,866A WOODLANDS ST 83,1.44228440672443,103.7926515651,MIDVIEW
867,TAMPINES ST 83,12,1988,Y,N,N,Y,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0,867 TAMPINES ST 83,1.35511311954001,103.934046408805,TAMPINES WEST
867,WOODLANDS ST 83,12,1994,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,867 WOODLANDS ST 83,1.4421626707832,103.793129598776,MIDVIEW
867,YISHUN ST 81,12,1986,Y,Y,N,N,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0,867 YISHUN ST 81,1.41390605450813,103.838005165459,YISHUN SOUTH
867A,TAMPINES ST 83,9,1988,Y,N,N,Y,N,N,TAP,56,0,0,0,0,0,56,0,0,0,0,0,0,867A TAMPINES ST 83,1.35570643617712,103.933753485939,TAMPINES WEST
868,TAMPINES ST 83,12,1988,Y,N,N,N,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0,868 TAMPINES ST 83,1.35477615386172,103.933979626979,TAMPINES WEST
868,WOODLANDS ST 83,12,1994,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,868 WOODLANDS ST 83,1.44236928831697,103.79355116429,MIDVIEW
868,YISHUN ST 81,12,1986,Y,Y,N,Y,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0,868 YISHUN ST 81,1.41382332195995,103.837338324568,YISHUN SOUTH
868A,TAMPINES AVE 8,16,2014,Y,N,N,Y,N,N,TAP,90,0,0,30,60,0,0,0,0,0,0,0,0,868A TAMPINES AVE 8,1.35544681770999,103.932544278099,TAMPINES WEST
868B,TAMPINES AVE 8,16,2014,Y,N,N,N,N,N,TAP,118,0,8,0,58,0,0,0,52,0,0,0,0,868B TAMPINES AVE 8,1.35592432083149,103.932912367489,TAMPINES WEST
868C,TAMPINES AVE 8,15,2014,Y,N,N,Y,N,N,TAP,126,0,14,42,0,0,0,0,70,0,0,0,0,868C TAMPINES AVE 8,1.35585780112316,103.933334387633,TAMPINES WEST
868D,TAMPINES AVE 8,1,2015,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,868D TAMPINES AVE 8,1.35567441391521,103.933008243631,TAMPINES WEST
869,TAMPINES ST 83,12,1988,Y,N,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0,869 TAMPINES ST 83,1.35454672026968,103.933739145787,TAMPINES WEST
869,WOODLANDS ST 83,12,1994,Y,N,N,N,N,N,WL,55,0,0,0,0,0,55,0,0,0,0,0,0,869 WOODLANDS ST 83,1.44259434886197,103.793993084565,MIDVIEW
869A,TAMPINES AVE 8,16,2014,Y,N,N,N,N,N,TAP,90,0,0,30,60,0,0,0,0,0,0,0,0,869A TAMPINES AVE 8,1.35501799093941,103.93231742743,TAMPINES WEST
869B,TAMPINES AVE 8,15,2014,Y,N,N,N,N,N,TAP,98,0,0,56,42,0,0,0,0,0,0,0,0,869B TAMPINES AVE 8,1.35485562982979,103.932709165692,TAMPINES WEST
869C,TAMPINES AVE 8,6,2013,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,869C TAMPINES AVE 8,1.35533648164362,103.933001145082,TAMPINES WEST
87,BEDOK NTH ST 4,4,1977,Y,Y,N,N,N,N,BD,15,0,0,11,4,0,0,0,0,0,0,0,0,87 BEDOK NTH ST 4,1.33250261426447,103.938587125421,BEDOK NORTH
87,C'WEALTH CL,10,1964,Y,N,N,N,N,N,QT,98,0,9,86,2,0,0,0,0,0,1,0,0,87 C'WEALTH CL,1.30465698901237,103.799309643019,COMMONWEALTH
87,CIRCUIT RD,10,1969,Y,Y,N,N,N,N,GL,78,0,0,76,0,2,0,0,0,0,0,0,0,87 CIRCUIT RD,1.32323310533889,103.885604601672,MACPHERSON
87,DAWSON RD,47,2015,Y,N,N,N,N,N,QT,320,0,0,160,160,0,0,0,0,0,0,0,0,87 DAWSON RD,1.2957304268451,103.809759937443,MARGARET DRIVE
87,MARINE PARADE CTRL,4,1976,N,Y,N,N,N,N,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,87 MARINE PARADE CTRL,1.30245317807699,103.905639343596,MARINE PARADE
87,REDHILL CL,25,1993,Y,N,N,Y,N,N,BM,114,0,0,0,0,114,0,0,0,0,0,0,0,87 REDHILL CL,1.28603089023714,103.819023673783,REDHILL
87,TELOK BLANGAH HTS,30,2001,Y,N,N,N,N,N,BM,130,0,0,0,58,72,0,0,0,0,0,0,0,87 TELOK BLANGAH HTS,1.27686784151249,103.808148580097,TELOK BLANGAH DRIVE
87,WHAMPOA DR,2,1973,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,87 WHAMPOA DR,1.32328917067445,103.855735557842,BALESTIER
87,ZION RD,25,1974,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,87 ZION RD,1.29065980562649,103.832608331993,BUKIT HO SWEE
870,TAMPINES ST 83,12,1988,Y,N,N,N,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0,870 TAMPINES ST 83,1.35436451815763,103.933391644725,TAMPINES WEST
870,WOODLANDS ST 81,12,1994,Y,N,N,N,N,N,WL,55,0,0,0,11,44,0,0,0,0,0,0,0,870 WOODLANDS ST 81,1.44337343863147,103.788716250621,MIDVIEW
870,YISHUN ST 81,11,1987,Y,N,N,N,N,N,YS,70,0,0,0,34,36,0,0,0,0,0,0,0,870 YISHUN ST 81,1.41307365987955,103.837975857782,YISHUN SOUTH
870A,TAMPINES ST 86,16,2015,Y,N,N,Y,N,N,TAP,135,0,0,0,90,45,0,0,0,0,0,0,0,870A TAMPINES ST 86,1.35608700205895,103.931752248401,TAMPINES WEST
870B,TAMPINES ST 86,5,2015,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,870B TAMPINES ST 86,1.35644521978889,103.93112980246,TAMPINES WEST
870C,TAMPINES ST 86,1,2015,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,870C TAMPINES ST 86,1.35641453488271,103.931393061312,TAMPINES WEST
871,TAMPINES ST 84,12,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0,871 TAMPINES ST 84,1.35440347555796,103.932702293995,TAMPINES WEST
871,WOODLANDS ST 81,10,1994,Y,Y,N,N,N,N,WL,63,0,0,0,45,18,0,0,0,0,0,0,0,871 WOODLANDS ST 81,1.44385815819883,103.789187009315,MIDVIEW
871,YISHUN ST 81,11,1987,Y,N,N,N,N,N,YS,70,0,0,0,34,36,0,0,0,0,0,0,0,871 YISHUN ST 81,1.41312459328283,103.837421399007,YISHUN SOUTH
871A,TAMPINES ST 84,12,1988,Y,N,N,N,N,N,TAP,87,0,0,0,68,19,0,0,0,0,0,0,0,871A TAMPINES ST 84,1.35456842419882,103.931884752503,TAMPINES WEST
871B,TAMPINES ST 86,16,2015,Y,N,N,Y,N,N,TAP,135,0,0,0,90,45,0,0,0,0,0,0,0,871B TAMPINES ST 86,1.35651147306916,103.931956767677,TAMPINES WEST
871C,TAMPINES ST 86,16,2015,Y,N,N,N,N,N,TAP,110,0,0,0,35,75,0,0,0,0,0,0,0,871C TAMPINES ST 86,1.35670900289357,103.931385349285,TAMPINES WEST
872,TAMPINES ST 84,12,1988,Y,N,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0,872 TAMPINES ST 84,1.35422172661633,103.932354147638,TAMPINES WEST
872,WOODLANDS ST 81,12,1994,Y,N,N,N,N,N,WL,69,0,0,0,38,31,0,0,0,0,0,0,0,872 WOODLANDS ST 81,1.44408730145683,103.789811521995,MIDVIEW
872,YISHUN ST 81,11,1987,Y,N,N,N,N,N,YS,70,0,0,0,34,36,0,0,0,0,0,0,0,872 YISHUN ST 81,1.41354510226183,103.836970731273,YISHUN SOUTH
872A,TAMPINES ST 86,16,2016,Y,N,N,N,N,N,TAP,240,0,0,0,0,0,0,0,0,135,105,0,0,872A TAMPINES ST 86,1.35552061304029,103.931104551713,TAMPINES WEST
872B,TAMPINES ST 86,16,2016,Y,N,N,N,N,N,TAP,270,0,0,0,0,0,0,0,0,165,105,0,0,872B TAMPINES ST 86,1.35539208573333,103.931435619129,TAMPINES WEST
872C,TAMPINES ST 86,2,2016,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,872C TAMPINES ST 86,1.3552264706361,103.931626253992,TAMPINES WEST
873,TAMPINES ST 84,12,1988,Y,Y,N,N,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0,873 TAMPINES ST 84,1.35394540555523,103.932198728257,TAMPINES WEST
873,WOODLANDS ST 81,12,1994,Y,N,N,N,N,N,WL,102,0,0,0,80,22,0,0,0,0,0,0,0,873 WOODLANDS ST 81,1.44329522897943,103.789746799666,MIDVIEW
873,YISHUN ST 81,12,1987,Y,N,N,N,N,N,YS,116,0,0,0,64,52,0,0,0,0,0,0,0,873 YISHUN ST 81,1.4146948005698,103.836950254279,YISHUN SOUTH
873A,TAMPINES ST 85,6,2020,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,873A TAMPINES ST 85,1.35487419110579,103.930658014258,TAMPINES WEST
873B,TAMPINES ST 85,1,2021,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,873B TAMPINES ST 85,1.35462694443619,103.930813758294,TAMPINES WEST
874,TAMPINES ST 84,12,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,70,40,0,0,0,0,0,0,0,874 TAMPINES ST 84,1.35371258898409,103.931944756571,TAMPINES WEST
874,WOODLANDS ST 82,12,1994,Y,N,N,Y,N,N,WL,142,0,0,0,120,22,0,0,0,0,0,0,0,874 WOODLANDS ST 82,1.44293234437699,103.7895456612,MIDVIEW
874,YISHUN ST 81,12,1987,Y,N,N,Y,N,N,YS,88,0,0,0,48,40,0,0,0,0,0,0,0,874 YISHUN ST 81,1.41537030654282,103.836073515403,YISHUN SOUTH
874A,TAMPINES ST 84,9,1988,Y,N,N,N,N,N,TAP,64,0,0,0,0,0,64,0,0,0,0,0,0,874A TAMPINES ST 84,1.35309006288582,103.932242864561,TAMPINES WEST
874A,WOODLANDS ST 82,5,1994,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,874A WOODLANDS ST 82,1.44316689885236,103.789005245758,MIDVIEW
874B,TAMPINES ST 85,15,2020,Y,N,N,Y,N,N,TAP,96,0,0,0,41,55,0,0,0,0,0,0,0,874B TAMPINES ST 85,1.3542711249531,103.930267258528,TAMPINES WEST
874C,TAMPINES ST 85,15,2020,Y,N,N,Y,N,N,TAP,112,0,0,0,56,56,0,0,0,0,0,0,0,874C TAMPINES ST 85,1.35400040425842,103.930940838158,TAMPINES WEST
874D,TAMPINES ST 85,15,2021,Y,N,N,Y,N,N,TAP,111,0,0,0,56,55,0,0,0,0,0,0,0,874D TAMPINES ST 85,1.35462980931459,103.931272638324,TAMPINES WEST
875,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,875 TAMPINES ST 84,1.35268528055944,103.932006515285,TAMPINES WEST
875,WOODLANDS ST 82,12,1994,Y,N,N,Y,N,N,WL,120,0,0,0,98,22,0,0,0,0,0,0,0,875 WOODLANDS ST 82,1.44253261259412,103.789611665242,MIDVIEW
875,YISHUN ST 81,12,1986,Y,N,N,Y,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,875 YISHUN ST 81,1.41476320951385,103.836287023982,YISHUN SOUTH
875A,TAMPINES ST 86,5,2020,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,875A TAMPINES ST 86,1.35350798820875,103.929903035359,TAMPINES WEST
875B,TAMPINES ST 86,15,2020,Y,N,N,Y,N,N,TAP,96,0,0,0,41,55,0,0,0,0,0,0,0,875B TAMPINES ST 86,1.35291999213671,103.929501131497,TAMPINES WEST
876,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,77,0,0,0,37,40,0,0,0,0,0,0,0,876 TAMPINES ST 84,1.35307537657924,103.931318107592,TAMPINES WEST
876,WOODLANDS AVE 9,12,1994,Y,N,N,Y,N,N,WL,99,0,0,0,33,66,0,0,0,0,0,0,0,876 WOODLANDS AVE 9,1.44479630092329,103.790602761905,MIDVIEW
876,YISHUN ST 81,4,1987,Y,N,N,N,N,N,YS,48,0,0,0,30,18,0,0,0,0,0,0,0,876 YISHUN ST 81,1.41474478102802,103.835531570491,YISHUN SOUTH
876A,TAMPINES AVE 8,15,2020,Y,N,N,Y,N,N,TAP,112,0,0,0,56,56,0,0,0,0,0,0,0,876A TAMPINES AVE 8,1.35268035743845,103.929931932805,TAMPINES WEST
876B,TAMPINES AVE 8,1,2021,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,876B TAMPINES AVE 8,1.35306392334776,103.930254718148,TAMPINES WEST
876C,TAMPINES AVE 8,15,2020,Y,N,N,N,N,N,TAP,111,0,0,0,56,55,0,0,0,0,0,0,0,876C TAMPINES AVE 8,1.35339648406547,103.930258599404,TAMPINES WEST
877,TAMPINES ST 84,12,1987,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,877 TAMPINES ST 84,1.35251739922331,103.931546706451,TAMPINES WEST
877,WOODLANDS AVE 9,12,1994,Y,N,N,Y,N,N,WL,99,0,0,0,33,66,0,0,0,0,0,0,0,877 WOODLANDS AVE 9,1.44512875522161,103.791320317117,MIDVIEW
877,YISHUN ST 81,11,1987,Y,N,N,N,N,N,YS,70,0,0,0,0,0,70,0,0,0,0,0,0,877 YISHUN ST 81,1.41390219124124,103.835453933174,YISHUN SOUTH
878,TAMPINES AVE 8,12,1987,Y,Y,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,878 TAMPINES AVE 8,1.35221187065647,103.931382253216,TAMPINES WEST
878,WOODLANDS AVE 9,12,1994,Y,N,N,N,N,N,WL,91,0,0,0,23,68,0,0,0,0,0,0,0,878 WOODLANDS AVE 9,1.44543259391434,103.791997075976,MIDVIEW
878,YISHUN ST 81,4,1987,Y,N,N,N,N,N,YS,12,0,0,6,6,0,0,0,0,0,0,0,0,878 YISHUN ST 81,1.41405289107273,103.835887621905,YISHUN SOUTH
878A,TAMPINES AVE 8,15,2016,Y,N,N,N,N,N,TAP,101,0,0,40,61,0,0,0,0,0,0,0,0,878A TAMPINES AVE 8,1.35166373353574,103.929646035306,TAMPINES WEST
878B,TAMPINES AVE 8,15,2016,Y,N,N,N,N,N,TAP,82,0,0,27,55,0,0,0,0,0,0,0,0,878B TAMPINES AVE 8,1.35092636694988,103.929191231421,TAMPINES WEST
878C,TAMPINES AVE 8,2,2016,N,Y,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,878C TAMPINES AVE 8,1.35126411286423,103.929363834798,TAMPINES WEST
879,TAMPINES AVE 8,12,1987,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0,879 TAMPINES AVE 8,1.35214022964459,103.930767987584,TAMPINES WEST
879,WOODLANDS ST 82,12,1994,Y,N,N,N,N,N,WL,91,0,0,0,23,68,0,0,0,0,0,0,0,879 WOODLANDS ST 82,1.44492996516645,103.792273754548,MIDVIEW
879,YISHUN ST 81,12,1986,Y,N,N,Y,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,879 YISHUN ST 81,1.41444167860568,103.83611779226,YISHUN SOUTH
879A,TAMPINES AVE 8,15,2016,Y,N,N,N,N,N,TAP,105,0,0,38,67,0,0,0,0,0,0,0,0,879A TAMPINES AVE 8,1.35188475480754,103.929100689045,TAMPINES WEST
879B,TAMPINES AVE 8,15,2016,Y,N,N,Y,N,N,TAP,136,0,0,55,81,0,0,0,0,0,0,0,0,879B TAMPINES AVE 8,1.35158903554129,103.928804430639,TAMPINES WEST
879C,TAMPINES AVE 8,6,2016,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,879C TAMPINES AVE 8,1.35119268156554,103.928728220629,TAMPINES WEST
879D,TAMPINES AVE 8,1,2017,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,879D TAMPINES AVE 8,1.35144888112596,103.928702924009,TAMPINES WEST
88,BEDOK NTH ST 4,4,1977,Y,Y,N,N,N,N,BD,46,0,0,40,6,0,0,0,0,0,0,0,0,88 BEDOK NTH ST 4,1.3331333533723,103.939110909704,BEDOK NORTH
88,C'WEALTH CL,10,1964,Y,N,N,N,N,N,QT,97,0,10,84,3,0,0,0,0,0,0,0,0,88 C'WEALTH CL,1.30488634425758,103.79918156237,COMMONWEALTH
88,CIRCUIT RD,2,1969,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,88 CIRCUIT RD,1.32354065999154,103.885851746701,MACPHERSON
88,DAWSON RD,47,2015,Y,N,N,N,N,N,QT,320,0,0,0,282,38,0,0,0,0,0,0,0,88 DAWSON RD,1.29579395038247,103.809264765809,MARGARET DRIVE
88,REDHILL CL,16,1993,Y,N,N,N,N,N,BM,60,0,0,0,60,0,0,0,0,0,0,0,0,88 REDHILL CL,1.28584081223944,103.818596280876,REDHILL
88,TANGLIN HALT RD,5,2007,N,Y,N,Y,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,88 TANGLIN HALT RD,1.30178506364186,103.798226442608,TANGLIN HALT
88,TELOK BLANGAH HTS,30,2000,Y,N,N,N,N,N,BM,145,0,0,0,58,87,0,0,0,0,0,0,0,88 TELOK BLANGAH HTS,1.27736919004889,103.808254924084,TELOK BLANGAH DRIVE
88,WHAMPOA DR,2,1973,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,88 WHAMPOA DR,1.32324726968904,103.855171553668,BALESTIER
88A,DAWSON RD,1,2016,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,88A DAWSON RD,1.29619559153997,103.809280776488,MARGARET DRIVE
88A,REDHILL CL,5,1993,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,88A REDHILL CL,1.28648640197045,103.818549711555,REDHILL
88A,TELOK BLANGAH HTS,5,2000,N,Y,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,88A TELOK BLANGAH HTS,1.27729328671257,103.807739865804,TELOK BLANGAH DRIVE
880,TAMPINES AVE 8,9,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,52,28,0,0,0,0,0,0,0,880 TAMPINES AVE 8,1.35132608158852,103.931478803668,TAMPINES WEST
880,WOODLANDS ST 82,12,1995,Y,Y,N,N,N,N,WL,88,0,0,0,22,66,0,0,0,0,0,0,0,880 WOODLANDS ST 82,1.44448968447959,103.792643075252,MIDVIEW
880,YISHUN ST 81,11,1987,Y,N,N,N,N,N,YS,70,0,0,0,34,36,0,0,0,0,0,0,0,880 YISHUN ST 81,1.41385922680395,103.836344222471,YISHUN SOUTH
880A,TAMPINES AVE 8,4,1987,Y,N,N,N,N,N,TAP,24,0,0,0,18,6,0,0,0,0,0,0,0,880A TAMPINES AVE 8,1.35201370917807,103.931999320762,TAMPINES WEST
881,TAMPINES ST 84,12,1987,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,881 TAMPINES ST 84,1.35231180472165,103.932784284108,TAMPINES WEST
